Piezo_Open1,Piezo_Inactive1,Piezo_Inactive_held,Piezo_Closed1,Piezo_Open2,Piezo_Closed2,Substrate,Voltage,Current,10,20,30,40,50,60,P10,P20,P30,P40,P50,P60
0.00163878,0.00271422,1.78158e-06,0.995645,0.0135844,0.000208061,0.140152,0.000193146,,-0.0275819,-0.0279119,-0.0276236,-0.0273271,-0.0277195,-0.0279814,-0.00339778,-0.0033989,-0.00339503,-0.00339597,-0.00340769,-0.00339609
0.00165095,0.0028398,1.80566e-06,0.995507,0.0135969,0.000213754,0.13772,0.000214303,,-0.0278804,-0.0279752,-0.0276618,-0.0273019,-0.0278261,-0.0281671,-0.00339443,-0.00339612,-0.00339954,-0.0033948,-0.00340142,-0.00339923
0.00166116,0.00296612,1.8169e-06,0.995371,0.0135796,-2.79069e-311,0.145536,0.000198982,,-0.0281302,-0.0281416,-0.0277248,-0.0274692,-0.0278743,-0.0283159,-0.00340067,-0.00339593,-0.00340111,-0.00339564,-0.00339811,-0.00339491
0.00167675,0.003093,1.8292e-06,0.995228,0.0135875,0.00022487,0.153783,0.000207534,,-0.0278404,-0.0283702,-0.0280721,-0.0276611,-0.0279548,-0.0285518,-0.00339549,-0.00339731,-0.00339556,-0.00339561,-0.00339782,-0.00339688
0.00169921,0.00322087,1.84609e-06,0.995078,0.013586,0.000202193,0.14627,0.000201982,,-0.0278784,-0.0285382,-0.0285538,-0.0277701,-0.0283969,-0.0288883,-0.00339861,-0.00340076,-0.00339549,-0.00339432,-0.00339996,-0.0033965
0.00171268,0.00335027,1.87231e-06,0.994935,0.0135975,0.000198458,0.15281,0.000203946,,-0.0282601,-0.0285466,-0.0289697,-0.0277068,-0.0283986,-0.0290934,-0.00339658,-0.00339633,-0.00339646,-0.00339577,-0.00339427,-0.00339938
0.00173109,0.0034805,1.88568e-06,0.994787,0.0135857,-3.66071e-311,0.130628,0.000201542,,-0.0284365,-0.0287073,-0.0289513,-0.0280222,-0.0284035,-0.0293665,-0.00339866,-0.00339605,-0.00340046,-0.00339525,-0.00339875,-0.00339643
0.00172754,0.00361194,1.90673e-06,0.994659,0.013592,0.000191188,0.150648,0.000207917,,-0.0285101,-0.0288973,-0.0292534,-0.0281529,-0.028516,-0.0293148,-0.00339896,-0.00339662,-0.00339931,-0.00339743,-0.00340459,-0.003398
0.00174295,0.00374285,1.90174e-06,0.994512,0.0135819,0.000209217,0.152844,0.000204016,,-0.0285224,-0.0290537,-0.0296041,-0.02806,-0.0285368,-0.0295435,-0.00339594,-0.00339615,-0.00339793,-0.00339782,-0.00339575,-0.00339547
0.00175906,0.00387471,1.92117e-06,0.994364,0.0136015,0.000196389,0.123507,0.000186552,,-0.0287794,-0.0287736,-0.0293729,-0.028174,-0.0287878,-0.0297902,-0.00339584,-0.00339868,-0.00340243,-0.00340312,-0.00339667,-0.00340036
0.0017456,0.0040076,1.93609e-06,0.994245,0.0135813,-3.98113e-311,0.155811,0.000200319,,-0.0290039,-0.0288716,-0.029367,-0.0284485,-0.0289387,-0.0295832,-0.00339757,-0.00339657,-0.00340145,-0.00339846,-0.00339944,-0.00339533
0.00176388,0.00413918,1.92375e-06,0.994095,0.013596,0.000198907,0.11556,0.000206329,,-0.0291373,-0.0290277,-0.0292781,-0.028647,-0.0293234,-0.0298611,-0.00340056,-0.00339992,-0.00340463,-0.00340143,-0.00339503,-0.00339901
0.00174417,0.00427192,1.94318e-06,0.993982,0.0135941,0.00020066,0.136224,0.000214957,,-0.0291794,-0.0290974,-0.029337,-0.0286415,-0.0293796,-0.0295649,-0.00340216,-0.00340207,-0.00339548,-0.00339589,-0.00339835,-0.00339852
0.00174542,0.00440286,1.92068e-06,0.99385,0.0135846,0.000187272,0.114466,0.000197328,,-0.0290479,-0.0290292,-0.0290965,-0.0289703,-0.0296368,-0.0295814,-0.00339767,-0.00339505,-0.00339446,-0.00339735,-0.00339475,-0.00339616
0.00172561,0.00453362,1.92416e-06,0.993739,0.0136017,-4.85964e-311,0.137412,0.000194489,,-0.028812,-0.029098,-0.0288855,-0.0291445,-0.0297572,-0.0292884,-0.00340607,-0.00340304,-0.00339796,-0.00339532,-0.00340289,-0.00340043
0.00172816,0.00466255,1.90223e-06,0.993607,0.0135987,0.000205037,0.143024,0.000208033,,-0.0289324,-0.0290616,-0.0287982,-0.0292341,-0.0296653,-0.0293258,-0.00339806,-0.00339685,-0.00339925,-0.00339654,-0.00340017,-0.00339967
0.00173641,0.00479141,1.90285e-06,0.99347,0.0135854,0.000201926,0.148014,0.000192742,,-0.0286853,-0.0290235,-0.028968,-0.0291859,-0.0298618,-0.0294463,-0.00339497,-0.00339427,-0.00339481,-0.00339698,-0.00339918,-0.00339636
0.00174777,0.00492066,1.91524e-06,0.99333,0.0136098,0.000184508,0.146598,0.000180231,,-0.0286092,-0.0291944,-0.029209,-0.0291191,-0.0299316,-0.0296229,-0.0033955,-0.0033948,-0.00339849,-0.00339798,-0.00339695,-0.00340244
0.00175576,0.00505057,1.92349e-06,0.993192,0.0135795,-5.38165e-311,0.147772,0.000192472,,-0.0290053,-0.0292367,-0.0290081,-0.029019,-0.0296356,-0.0297351,-0.00339937,-0.00339585,-0.00339899,-0.00339659,-0.00339636,-0.00339488
0.00176514,0.00518085,1.9345e-06,0.993052,0.0135952,-0,0.144116,0.000206776,,-0.0289416,-0.0294987,-0.0292048,-0.029221,-0.0296712,-0.0298798,-0.00339578,-0.00339804,-0.00339733,-0.00340319,-0.00339802,-0.00339879
0.00177133,0.00531162,1.9442e-06,0.992915,0.0135906,-0.00574573,0.133392,0.000197064,,-0.0289771,-0.0293371,-0.0292284,-0.0291192,-0.0295643,-0.0299714,-0.00340175,-0.00339682,-0.00339654,-0.0033979,-0.00340387,-0.00339765
0.00176659,0.00544263,1.95212e-06,0.992789,0.0135981,0.000206607,0.134623,0.000200094,,-0.0292001,-0.0294684,-0.0294628,-0.0292066,-0.0292791,-0.0299022,-0.00339612,-0.00340525,-0.00339619,-0.0033957,-0.00339865,-0.00339953
0.00176338,0.00557301,1.9446e-06,0.992662,0.0135808,-5.94186e-311,0.125553,0.000194499,,-0.0292366,-0.0293308,-0.029538,-0.0292793,-0.0295651,-0.0298498,-0.00339427,-0.00339704,-0.00339514,-0.00339528,-0.00339764,-0.00339521
0.00175186,0.00570287,1.94284e-06,0.992543,0.0135936,-0,0.137872,0.000192558,,-0.0293137,-0.0294749,-0.0294475,-0.0292964,-0.02954,-0.0296802,-0.00339528,-0.00339442,-0.00339882,-0.00339766,-0.00339795,-0.00339839
0.00175228,0.00583156,1.92874e-06,0.992414,0.0135826,-0.00339813,0.126276,0.0001966,,-0.0295425,-0.0293198,-0.0293775,-0.0293937,-0.0296095,-0.0296837,-0.00339819,-0.00339567,-0.00339449,-0.00340002,-0.0033958,-0.00339565
0.00174235,0.00596001,1.92946e-06,0.992296,0.0135858,0.000189014,0.131894,0.000208036,,-0.0296673,-0.0290306,-0.029543,-0.0292678,-0.0295536,-0.0295356,-0.00340103,-0.00339465,-0.00340044,-0.00340593,-0.00339968,-0.00339645
0.00173908,0.00608743,1.91835e-06,0.992172,0.0135834,-5.98854e-311,0.146318,0.000200646,,-0.0295851,-0.0292999,-0.0296173,-0.0292384,-0.0297927,-0.0294859,-0.00340499,-0.00340159,-0.00340722,-0.00339781,-0.0033983,-0.00339585
0.00174872,0.00621432,1.91424e-06,0.992035,0.0135805,0.000196936,0.112899,0.000223993,,-0.0294544,-0.0292324,-0.0295481,-0.029332,-0.0297606,-0.0296298,-0.00340618,-0.00339435,-0.00339983,-0.00339943,-0.00339749,-0.00339513
0.00172864,0.00634171,1.92498e-06,0.991928,0.0135829,0.000200291,0.134788,0.000198556,,-0.0291871,-0.0291072,-0.029508,-0.029593,-0.0296341,-0.0293292,-0.00339428,-0.00339947,-0.00339838,-0.00339866,-0.00339693,-0.00339572
0.00172868,0.00646727,1.90738e-06,0.991802,0.0136118,0.000206028,0.125334,0.000203894,,-0.0293502,-0.0290408,-0.0294508,-0.0296073,-0.0294298,-0.029337,-0.00339658,-0.00339765,-0.00340371,-0.00340033,-0.00340065,-0.00340295
0.00172016,0.00659257,1.90302e-06,0.991685,0.0135821,-6.85007e-311,0.131441,0.000207714,,-0.0293245,-0.029273,-0.0293547,-0.0298129,-0.0294084,-0.0292017,-0.00339877,-0.00339756,-0.00339596,-0.00339631,-0.00340097,-0.00339553
0.0017182,0.00671694,1.89472e-06,0.991563,0.0135894,0.000206046,0.136713,0.000196755,,-0.0292774,-0.0294699,-0.0291671,-0.0296082,-0.0292039,-0.0291741,-0.00339561,-0.00340126,-0.00339571,-0.00339678,-0.00339732,-0.00339736
0.00172046,0.00684091,1.89255e-06,0.991437,0.0135899,0.000221314,0.123212,0.000219487,,-0.0293368,-0.0291715,-0.0290667,-0.0297172,-0.0295185,-0.0292081,-0.00340372,-0.00340116,-0.00339612,-0.00339799,-0.00339838,-0.00339748
0.00171176,0.00696479,1.89569e-06,0.991322,0.013595,0.000198454,0.121414,0.000189403,,-0.029376,-0.0288543,-0.0290321,-0.0295181,-0.0294609,-0.029079,-0.00339699,-0.00339748,-0.00339877,-0.00339749,-0.00339787,-0.00339876
0.00170023,0.00708775,1.88861e-06,0.99121,0.0136118,-7.3254e-311,0.11952,0.000204515,,-0.0293323,-0.028987,-0.0291415,-0.0296359,-0.0294515,-0.0289101,-0.00339851,-0.00340449,-0.00340713,-0.0033987,-0.00340474,-0.00340295
0.00168879,0.00720955,1.87449e-06,0.9911,0.0136012,-0,0.141209,0.000207552,,-0.0291635,-0.0290018,-0.0290688,-0.0296116,-0.0293897,-0.028736,-0.00339661,-0.00339844,-0.00340007,-0.00339631,-0.00339617,-0.00340029
0.00169829,0.00733018,1.86196e-06,0.99097,0.0136018,-0.00597518,0.141455,0.000209922,,-0.0292984,-0.029035,-0.0287581,-0.0296319,-0.0294768,-0.0288786,-0.0033948,-0.00339717,-0.00339667,-0.00339556,-0.00339834,-0.00340046
0.00170716,0.00745132,1.8687e-06,0.99084,0.013577,0.000195895,0.132116,0.000191465,,-0.0294142,-0.0291819,-0.0286861,-0.0294758,-0.0293676,-0.0290054,-0.00339445,-0.0033965,-0.00339622,-0.00339481,-0.00339722,-0.00339424
0.00170569,0.00757292,1.88086e-06,0.99072,0.0135946,-7.78587e-311,0.131861,0.000222318,,-0.0292296,-0.0292844,-0.0287699,-0.029496,-0.0294576,-0.0289878,-0.00339572,-0.00340128,-0.00339571,-0.00339899,-0.00339696,-0.00339866
0.00170631,0.00769416,1.88174e-06,0.990598,0.0136114,1.69972e-311,0.140416,0.000211142,,-0.0291496,-0.0294106,-0.0285711,-0.0294618,-0.0294031,-0.0290013,-0.00339569,-0.00339726,-0.00339796,-0.00339931,-0.00339891,-0.00340285
0.00171366,0.00781522,1.87828e-06,0.990469,0.0135814,1.70184e-311,0.128548,0.00019218,,-0.0291346,-0.0293676,-0.0284292,-0.0293858,-0.0295691,-0.029104,-0.00339471,-0.00339795,-0.00339997,-0.00340005,-0.00340587,-0.00339535
0.00170834,0.00793662,1.88696e-06,0.990353,0.0135868,0.000207576,0.158001,0.000208852,,-0.0291565,-0.0292848,-0.0284032,-0.0292332,-0.0295086,-0.0290256,-0.00339447,-0.00339896,-0.00339906,-0.00340186,-0.0033959,-0.00339669
0.00173147,0.00805736,1.88128e-06,0.990209,0.0135866,-8.56464e-311,0.131414,0.000196105,,-0.0290765,-0.0293627,-0.0286878,-0.0292203,-0.0292959,-0.0293724,-0.00339552,-0.00339666,-0.00339877,-0.00340005,-0.00339809,-0.00339665
0.00172768,0.00817967,1.90804e-06,0.990091,0.0135988,0.000195988,0.132621,0.000193813,,-0.0291641,-0.0294833,-0.028778,-0.0292281,-0.0292697,-0.0293187,-0.00339812,-0.00339993,-0.00339435,-0.0033944,-0.00339912,-0.00339971
0.00172505,0.00830147,1.90306e-06,0.989972,0.0135901,0.000203762,0.114777,0.000196563,,-0.0292802,-0.0292116,-0.0287819,-0.029176,-0.0294207,-0.029277,-0.0033951,-0.00340191,-0.0033967,-0.00339573,-0.00339554,-0.00339752
0.00170647,0.00842282,1.89887e-06,0.989869,0.0135811,0.000211737,0.149367,0.00022328,,-0.0294418,-0.0292339,-0.0285145,-0.0291516,-0.0292761,-0.0289961,-0.00339698,-0.00339439,-0.00339742,-0.00339518,-0.00339577,-0.00339527
0.00172275,0.00854245,1.87961e-06,0.989733,0.0135881,-9.09514e-311,0.13388,0.000194233,,-0.0291997,-0.029151,-0.0288247,-0.0292654,-0.0292512,-0.0292421,-0.00339492,-0.00339576,-0.00340228,-0.00339782,-0.00340768,-0.00339703
0.00172157,0.00866311,1.89614e-06,0.989613,0.0135817,0.000188,0.133913,0.000196635,,-0.0291361,-0.0293996,-0.0289812,-0.0292541,-0.029249,-0.0292227,-0.00340138,-0.00339605,-0.00339894,-0.00339707,-0.00339437,-0.00339542
0.0017207,0.00878345,1.89593e-06,0.989494,0.0135878,0.000200669,0.130903,0.000226806,,-0.0290245,-0.0293071,-0.0290819,-0.0294054,-0.0292682,-0.0292113,-0.00339921,-0.00339444,-0.00339462,-0.00339972,-0.00339786,-0.00339694
0.0017193,0.00890348,1.89692e-06,0.989375,0.0136016,0.000207722,0.129496,0.000198504,,-0.0287509,-0.0293362,-0.0292786,-0.0294678,-0.0291697,-0.0291936,-0.00339685,-0.00340156,-0.00339517,-0.00339464,-0.00339778,-0.00340039
0.00171461,0.00902316,1.8923e-06,0.98926,0.0135793,-9.47498e-311,0.138766,0.000188274,,-0.028981,-0.0294437,-0.0293926,-0.0296262,-0.0292385,-0.0291177,-0.0033996,-0.00339467,-0.00339787,-0.00339523,-0.00340438,-0.00339483
0.00171802,0.00914223,1.88687e-06,0.989138,0.0135774,0.000187468,0.124335,0.000217365,,-0.0290192,-0.0295345,-0.0292702,-0.0294904,-0.0292204,-0.0291684,-0.00340118,-0.00340001,-0.00339569,-0.00340185,-0.00340463,-0.00339434
0.00170998,0.00926132,1.89093e-06,0.989027,0.0135804,0.000215313,0.149807,0.000219065,,-0.0290774,-0.0298232,-0.0292103,-0.0293441,-0.0290456,-0.0290486,-0.00339767,-0.00339836,-0.00339714,-0.00339539,-0.00339434,-0.0033951
0.00172621,0.00937955,1.88657e-06,0.988892,0.0136116,0.000188555,0.143445,0.000201629,,-0.0290118,-0.0296401,-0.0290388,-0.0293372,-0.0291548,-0.0292998,-0.00340097,-0.0033985,-0.0033952,-0.00339925,-0.00339941,-0.0034029
0.00173385,0.00949881,1.90006e-06,0.988765,0.0135822,-1.01901e-310,0.134136,0.000215716,,-0.0290481,-0.0296489,-0.0293104,-0.0291796,-0.029206,-0.0294071,-0.00339629,-0.00339593,-0.00339845,-0.0033979,-0.00339794,-0.00339554
0.00173332,0.00961846,1.90858e-06,0.988646,0.0135825,0.000201621,0.123656,0.00020635,,-0.0290178,-0.0298998,-0.0293315,-0.0291981,-0.0291594,-0.0293993,-0.00340384,-0.00339569,-0.00339499,-0.00339729,-0.00339661,-0.00339562
0.00172271,0.00973783,1.90911e-06,0.988538,0.0135895,0.000188129,0.124309,0.000208646,,-0.0291146,-0.029999,-0.0294453,-0.0290455,-0.0289844,-0.0292419,-0.00339565,-0.00339766,-0.00339859,-0.00339691,-0.00340046,-0.00339736
0.00171369,0.00985612,1.8976e-06,0.988428,0.0135895,0.000207819,0.123109,0.000207036,,-0.0291621,-0.0298346,-0.0293056,-0.0291942,-0.0291099,-0.0291065,-0.00340038,-0.00339906,-0.00340106,-0.00339586,-0.00340306,-0.00339738
0.00170438,0.00997346,1.89114e-06,0.98832,0.0136148,-1.07736e-310,0.135224,0.000200637,,-0.0293498,-0.0298344,-0.0290904,-0.0292093,-0.0289422,-0.0289732,-0.00339684,-0.00339557,-0.00339679,-0.00339639,-0.00339423,-0.00340369
0.00170623,0.0100898,1.87799e-06,0.988202,0.0135935,0.000196343,0.126832,0.000197274,,-0.0295057,-0.0297601,-0.0290611,-0.0295856,-0.0292868,-0.0289956,-0.00339946,-0.00340421,-0.00340014,-0.00340585,-0.00339951,-0.00339839
0.00170007,0.0102061,1.88018e-06,0.988092,0.0135961,0.000200652,0.134626,0.000219383,,-0.0294263,-0.0295655,-0.0289984,-0.0296132,-0.0294415,-0.0289038,-0.00339481,-0.00340232,-0.00339819,-0.00340008,-0.00339475,-0.00339903
0.00170301,0.0103216,1.8743e-06,0.987973,0.0136019,0.000199615,0.131488,0.000207736,,-0.0294322,-0.0295456,-0.0290769,-0.0295273,-0.0294824,-0.0289494,-0.00339459,-0.00339909,-0.00339615,-0.0033988,-0.00339917,-0.00340047
0.00170223,0.0104372,1.87994e-06,0.987859,0.0136201,-1.09943e-310,0.125785,0.000191573,,-0.0294922,-0.0295728,-0.0291094,-0.029498,-0.0294046,-0.0289422,-0.00340019,-0.00339614,-0.00339551,-0.00339484,-0.00339562,-0.00340502
0.00169486,0.0105524,1.87349e-06,0.987751,0.013579,-0,0.126772,0.000198399,,-0.029673,-0.02977,-0.0290933,-0.0292789,-0.0292961,-0.0288215,-0.00339457,-0.00339558,-0.00339862,-0.00340143,-0.00339429,-0.00339475
0.00168943,0.0106669,1.86542e-06,0.987642,0.0135791,-0.00339454,0.130126,0.000196249,,-0.0297333,-0.0298161,-0.0290429,-0.029428,-0.0292134,-0.0287399,-0.003398,-0.00339681,-0.00339438,-0.00339448,-0.00339831,-0.00339476
0.00168737,0.0107806,1.86018e-06,0.98753,0.0135847,0.000214405,0.140753,0.000207951,,-0.0299871,-0.0297318,-0.028829,-0.029314,-0.0291533,-0.0287104,-0.00340307,-0.00339815,-0.00340001,-0.0033989,-0.00339425,-0.00339618
0.00169629,0.010894,1.86347e-06,0.987408,0.0136257,-1.1824e-310,0.168029,0.000186475,,-0.0299392,-0.0294316,-0.0288516,-0.029429,-0.0290839,-0.0288545,-0.00340452,-0.00339426,-0.00340216,-0.00339726,-0.00339929,-0.00340641
0.00172764,0.0110079,1.86889e-06,0.987263,0.013594,0.000204583,0.137753,0.000211178,,-0.0298252,-0.0294428,-0.028715,-0.0292418,-0.02885,-0.0293168,-0.00339903,-0.0033971,-0.00339581,-0.00339633,-0.00340121,-0.00339849
0.00173053,0.011124,1.9036e-06,0.987144,0.0135981,0.000175757,0.128955,0.000199343,,-0.029766,-0.0294079,-0.0285962,-0.0291407,-0.0287198,-0.0293613,-0.0033991,-0.00339489,-0.00339792,-0.00339717,-0.0033988,-0.00339952
0.0017242,0.0112401,1.90448e-06,0.987034,0.0135786,0.000202653,0.142023,0.000217948,,-0.0300103,-0.0294745,-0.0287031,-0.0292371,-0.0285478,-0.0292615,-0.00339882,-0.00339606,-0.00340071,-0.00339596,-0.00339906,-0.00339464
0.00173152,0.0113555,1.89796e-06,0.986911,0.013581,-1.21529e-310,0.134963,0.000223362,,-0.030031,-0.0294759,-0.0288275,-0.0291304,-0.0284071,-0.0293718,-0.00339575,-0.00340551,-0.00340771,-0.00339903,-0.00339473,-0.00339525
0.0195135,0.011335,0.000138117,0.969013,0.989026,0.00020596,0.160181,0.000204985,,-0.0455163,-0.102976,-0.20402,-0.373447,-0.485874,-0.540235,-0.0139247,-0.0481554,-0.111791,-0.189964,-0.240169,-0.247257
