Piezo_Open1,Piezo_Inactive1,Piezo_Inactive_held,Piezo_Closed1,Piezo_Open2,Piezo_Closed2,Substrate,Voltage,Current,10,20,30,40,50,60,P10,P20,P30,P40,P50,P60
0.0419487,0.0113843,0.00162641,0.945041,0.9869,0.00018606,0.151001,0.000220027,,-0.0501689,-0.131088,-0.270958,-0.602401,-0.637267,-0.879208,-0.0129548,-0.0508959,-0.106122,-0.203007,-0.235845,-0.246725
0.0594096,0.0120244,0.00431764,0.924248,0.983707,0.000208937,0.125944,0.000185644,,-0.054804,-0.137372,-0.368891,-0.723084,-0.813496,-1.14571,-0.0133814,-0.0420853,-0.126421,-0.195785,-0.235943,-0.245927
0.0695497,0.0136559,0.00741223,0.909382,0.989417,-1.28086e-310,0.139087,0.00019283,,-0.0583941,-0.167908,-0.450309,-0.880197,-0.969813,-1.30542,-0.0133872,-0.0495339,-0.123203,-0.20479,-0.232374,-0.247354
0.081432,0.016438,0.0101638,0.891966,0.990054,0.000218234,0.151666,0.000202046,,-0.0634166,-0.174933,-0.580551,-1.0251,-1.14857,-1.48932,-0.0147915,-0.0414944,-0.149751,-0.212888,-0.238136,-0.247514
0.0948486,0.0202773,0.0128025,0.872072,0.987042,0.000203045,0.136995,0.000202401,,-0.0666269,-0.20877,-0.606669,-1.19978,-1.35039,-1.6951,-0.0139064,-0.0505639,-0.119779,-0.207777,-0.232065,-0.246761
0.103544,0.0250711,0.0155519,0.855833,0.989892,0.000186072,0.129186,0.000207015,,-0.0729687,-0.202195,-0.673757,-1.29517,-1.45954,-1.83174,-0.0152853,-0.035977,-0.129731,-0.195786,-0.219849,-0.247473
0.109666,0.0308937,0.0179581,0.841482,0.989202,-1.34898e-310,0.135972,0.000206724,,-0.0735425,-0.230537,-0.689358,-1.41486,-1.55811,-1.92821,-0.0128299,-0.049805,-0.113371,-0.20713,-0.231966,-0.2473
0.116161,0.0377285,0.0198301,0.82628,0.981212,0.0001998,0.146733,0.000201224,,-0.0774966,-0.239536,-0.771878,-1.56461,-1.75755,-2.02738,-0.013539,-0.0450789,-0.131868,-0.218278,-0.237717,-0.245303
0.124224,0.0451719,0.0215991,0.809005,0.986551,0.000205312,0.136174,0.000190508,,-0.078384,-0.264127,-0.765903,-1.58711,-1.76546,-2.1532,-0.0128522,-0.0499154,-0.109092,-0.20181,-0.214314,-0.246638
0.128755,0.0535341,0.023079,0.794632,0.971841,0.00021927,0.144636,0.000189446,,-0.082989,-0.287926,-0.822457,-1.67365,-1.95109,-2.22045,-0.0138851,-0.0535087,-0.12134,-0.21908,-0.240446,-0.24296
0.134717,0.0621673,0.0246335,0.778482,0.986736,-1.38866e-310,0.121063,0.000202178,,-0.0820644,-0.280734,-0.849481,-1.71207,-2.02387,-2.31671,-0.0124103,-0.0399576,-0.115903,-0.196884,-0.23808,-0.246684
0.135516,0.0714813,0.0259668,0.767036,0.981125,0.000201741,0.132814,0.000215134,,-0.0896466,-0.293938,-0.881375,-1.72962,-2.07616,-2.32995,-0.0157293,-0.0449538,-0.121379,-0.202915,-0.237039,-0.245281
0.138003,0.081303,0.0268375,0.753856,0.979892,0.000195833,0.127517,0.000188047,,-0.0885031,-0.305482,-0.896411,-1.80975,-2.11611,-2.3687,-0.0133041,-0.05106,-0.116454,-0.205005,-0.235826,-0.244973
0.139367,0.0912432,0.027769,0.741621,0.989043,0.000198912,0.1418,0.00019556,,-0.0923386,-0.300588,-0.951538,-1.88023,-2.14794,-2.39331,-0.0142701,-0.0447644,-0.134523,-0.218162,-0.236426,-0.247261
0.142678,0.101711,0.0282621,0.727349,0.979761,-1.43768e-310,0.124939,0.000203136,,-0.0923167,-0.30033,-0.999265,-1.89178,-2.23508,-2.44163,-0.0137434,-0.0406387,-0.139829,-0.196455,-0.237081,-0.24494
0.142775,0.112199,0.0289784,0.716048,0.986535,-0,0.120671,0.000196773,,-0.0952557,-0.319661,-1.01133,-1.93337,-2.23303,-2.44621,-0.0146125,-0.0515744,-0.121666,-0.21133,-0.232731,-0.246634
0.142034,0.122942,0.0294272,0.705597,0.98617,-0.00339617,0.143361,0.000199282,,-0.0957231,-0.335997,-1.04693,-1.95473,-2.34699,-2.43591,-0.0141516,-0.0576404,-0.130868,-0.210321,-0.240076,-0.246543
0.145006,0.133714,0.0297662,0.691514,0.991374,0.000191569,0.121269,0.000208,,-0.0930974,-0.339826,-1.06941,-1.95815,-2.32563,-2.48246,-0.011923,-0.055029,-0.135065,-0.196795,-0.237314,-0.247843
0.143883,0.144614,0.0301928,0.68131,0.990394,-1.47099e-310,0.135947,0.0002185,,-0.0978081,-0.33611,-1.06915,-1.90654,-2.33306,-2.46623,-0.0151623,-0.0472769,-0.122677,-0.174712,-0.228448,-0.247598
0.144716,0.155879,0.0301435,0.669262,0.980361,0.000196853,0.126751,0.000203126,,-0.0966242,-0.344154,-1.07939,-1.9204,-2.36139,-2.47611,-0.0136754,-0.0451248,-0.130834,-0.196459,-0.238007,-0.24509
0.14389,0.167089,0.0301921,0.658829,0.980977,0.000201451,0.12966,0.000202226,,-0.0960611,-0.346999,-1.0623,-1.88779,-2.37899,-2.46397,-0.0123529,-0.0448744,-0.119156,-0.188981,-0.236946,-0.245244
0.143622,0.178013,0.0304394,0.647926,0.993358,0.000214172,0.12782,0.000202909,,-0.0962228,-0.34294,-1.0453,-1.97523,-2.36294,-2.46355,-0.012098,-0.0429909,-0.104797,-0.211796,-0.230901,-0.248339
0.142879,0.189057,0.0305233,0.637541,0.99114,-1.52404e-310,0.141912,0.000213111,,-0.0982829,-0.35081,-1.02384,-1.97301,-2.38615,-2.45202,-0.0131807,-0.0490649,-0.100549,-0.194658,-0.239237,-0.247785
0.14388,0.20039,0.0302366,0.625494,0.978843,-0,0.139113,0.00020493,,-0.100509,-0.343727,-1.06847,-1.99135,-2.36444,-2.46338,-0.0150295,-0.0428286,-0.133003,-0.206731,-0.231687,-0.244711
0.144365,0.211354,0.030376,0.613906,0.989371,-0.0054951,0.125894,0.000221829,,-0.101146,-0.364535,-1.0478,-1.9769,-2.3618,-2.47356,-0.0146061,-0.0555531,-0.11924,-0.198019,-0.235511,-0.247343
0.142654,0.222424,0.0304268,0.604496,0.986083,0.000208223,0.150078,0.000210124,,-0.102429,-0.355848,-1.07432,-1.93201,-2.39192,-2.44718,-0.0137701,-0.0452436,-0.138371,-0.186535,-0.242138,-0.246521
0.144555,0.233409,0.0304026,0.591633,0.98955,0.000199186,0.132327,0.000183151,,-0.10451,-0.371624,-1.08304,-1.97305,-2.34928,-2.47652,-0.0144048,-0.0532677,-0.13452,-0.218264,-0.222328,-0.247388
0.143455,0.244271,0.0306324,0.581641,0.993692,0.000195285,0.123113,0.000206714,,-0.106135,-0.375251,-1.06661,-1.92888,-2.35426,-2.46152,-0.0141026,-0.0506806,-0.121498,-0.194916,-0.240137,-0.248423
0.140943,0.255384,0.0305015,0.573171,0.985454,0.000197842,0.134349,0.000200406,,-0.106262,-0.377913,-1.09163,-1.91973,-2.34493,-2.42151,-0.0135526,-0.049893,-0.137735,-0.202606,-0.235036,-0.246363
0.140001,0.266335,0.0303092,0.563355,0.989331,-0.00339528,0.134145,0.000191848,,-0.104676,-0.370315,-1.11252,-1.89703,-2.30764,-2.40796,-0.0126559,-0.0448957,-0.141162,-0.188721,-0.235859,-0.247333
0.138848,0.277294,0.030012,0.553846,0.984802,8.12932e-310,0.145319,0.000196866,,-0.105261,-0.380655,-1.10104,-1.90419,-2.3165,-2.38894,-0.013591,-0.049656,-0.123204,-0.196285,-0.23764,-0.246201
0.139309,0.287936,0.0299182,0.542837,0.993027,1.03209e-311,0.119391,0.000214548,,-0.107479,-0.378319,-1.05686,-1.90472,-2.29862,-2.39772,-0.0141435,-0.0455587,-0.104188,-0.202056,-0.23982,-0.248257
0.136078,0.298748,0.0296689,0.535505,0.982843,1.03209e-311,0.149093,0.000195068,,-0.109357,-0.373611,-1.087,-1.86063,-2.27406,-2.34622,-0.0151597,-0.0417598,-0.128718,-0.188684,-0.241113,-0.245711
0.136855,0.309281,0.0294198,0.524445,0.990174,-0.00340298,0.132732,0.000205609,,-0.106714,-0.377241,-1.03167,-1.95157,-2.2566,-2.35921,-0.0129741,-0.0458683,-0.0990111,-0.220663,-0.235615,-0.247543
0.134935,0.320029,0.028996,0.51604,0.975197,-0.00339752,0.124956,0.000195828,,-0.108338,-0.379926,-1.02434,-1.96316,-2.31038,-2.32582,-0.0144301,-0.0481252,-0.111389,-0.223466,-0.239236,-0.243799
0.132261,0.330423,0.0287515,0.508565,0.983002,-0.0034031,0.122037,0.00019896,,-0.107004,-0.378219,-1.05615,-1.90004,-2.28948,-2.28716,-0.0130162,-0.047713,-0.127554,-0.194165,-0.235679,-0.245751
0.129222,0.340945,0.0281443,0.501689,0.971597,-0.00339778,0.153196,0.00020057,,-0.109031,-0.387624,-1.03301,-1.91976,-2.25532,-2.23751,-0.0141772,-0.0528262,-0.110323,-0.214426,-0.239692,-0.242899
0.130077,0.351112,0.0276277,0.491183,0.976218,0,0.151195,0.000193954,,-0.106711,-0.38189,-1.0221,-1.8411,-2.25562,-2.25047,-0.0125383,-0.0489627,-0.10664,-0.175391,-0.237995,-0.244054
0.130748,0.36068,0.0277589,0.480814,0.994874,7.55791e-304,0.134509,0.000195992,,-0.1106,-0.379774,-1.00684,-1.85801,-2.21952,-2.26545,-0.0150701,-0.0482244,-0.105127,-0.211866,-0.237102,-0.248718
0.12888,0.370519,0.0276525,0.472948,0.983206,2.78136e-309,0.158178,0.000181102,,-0.109387,-0.386307,-1.00613,-1.84993,-2.18578,-2.23431,-0.0139009,-0.0512243,-0.108877,-0.211476,-0.233253,-0.245801
0.129986,0.38024,0.0274963,0.462278,0.985979,2.18883e-316,0.130401,0.000203677,,-0.108432,-0.366754,-0.995771,-1.81767,-2.14371,-2.25127,-0.0139285,-0.0366328,-0.10864,-0.196888,-0.23675,-0.246495
0.1273,0.390116,0.0272536,0.455331,0.974782,4.72828e-308,0.139218,0.000207116,,-0.106592,-0.366384,-1.02188,-1.82251,-2.09084,-2.2077,-0.012897,-0.0391764,-0.13157,-0.21283,-0.22971,-0.243695
0.125919,0.399504,0.0272648,0.447313,0.993031,0,0.137624,0.000228913,,-0.106671,-0.382919,-1.04833,-1.7836,-2.07635,-2.19157,-0.0132365,-0.0502308,-0.141148,-0.197739,-0.235839,-0.248258
0.12419,0.40905,0.0269887,0.439772,0.984442,2.71337e-316,0.14454,0.000204677,,-0.107294,-0.390081,-0.982306,-1.75435,-2.06147,-2.16294,-0.0130523,-0.0517542,-0.099324,-0.192185,-0.234205,-0.24611
0.123244,0.41843,0.0267207,0.431605,0.986494,3.05948e-308,0.138233,0.000200213,,-0.108361,-0.376847,-0.958679,-1.72519,-2.08645,-2.14873,-0.0136979,-0.0434541,-0.0937036,-0.198311,-0.238119,-0.246623
0.121524,0.427694,0.0264747,0.424307,0.986326,0,0.135075,0.000185795,,-0.107841,-0.386039,-1.02676,-1.7178,-2.07272,-2.1224,-0.0138667,-0.0484391,-0.137594,-0.203851,-0.239966,-0.246582
0.119551,0.43675,0.0262811,0.417419,0.99125,4.72828e-308,0.114257,0.000206554,,-0.110147,-0.389375,-1.01091,-1.70635,-2.02704,-2.09363,-0.0145471,-0.049063,-0.127083,-0.20741,-0.240853,-0.247813
0.115669,0.445833,0.0258839,0.412614,0.985093,4.72828e-308,0.12632,0.000211028,,-0.109454,-0.407103,-1.01793,-1.69103,-1.97979,-2.03308,-0.0133077,-0.059562,-0.128555,-0.200063,-0.23805,-0.246273
0.113011,0.454818,0.0252566,0.406915,0.981257,0,0.135531,0.000202593,,-0.111154,-0.403831,-0.951655,-1.65161,-1.96219,-1.99099,-0.0143678,-0.0530363,-0.0889417,-0.186293,-0.241599,-0.245314
0.11131,0.463552,0.0246498,0.400489,0.980928,0,0.122626,0.000203117,,-0.112297,-0.409706,-1.01193,-1.66963,-1.92998,-1.96418,-0.0150461,-0.0571064,-0.134648,-0.205042,-0.229404,-0.245232
0.108556,0.471923,0.0242527,0.395269,0.987308,4.72828e-308,0.149994,0.000199515,,-0.106509,-0.401869,-0.993851,-1.65339,-1.90513,-1.92367,-0.0111965,-0.0511268,-0.120758,-0.196375,-0.23957,-0.246827
0.108412,0.480257,0.0236549,0.387676,0.979912,0,0.154041,0.000180596,,-0.107073,-0.379006,-0.984747,-1.63645,-1.9211,-1.91846,-0.0118478,-0.0373048,-0.112639,-0.208831,-0.242908,-0.244978
0.108639,0.488244,0.0233763,0.37974,0.98597,0,0.128493,0.000221056,,-0.108419,-0.39995,-1.0154,-1.61041,-1.89532,-1.92284,-0.0134993,-0.0567606,-0.133285,-0.19127,-0.235809,-0.246492
0.10626,0.496096,0.0232357,0.374409,0.986894,0,0.132038,0.000195721,,-0.111556,-0.386659,-0.972779,-1.59009,-1.8685,-1.88709,-0.0160082,-0.0450581,-0.103592,-0.199779,-0.241973,-0.246723
0.104221,0.503964,0.0228719,0.368943,0.981784,0,0.13701,0.000216309,,-0.109218,-0.387198,-0.969235,-1.59766,-1.8254,-1.8545,-0.0138673,-0.0480929,-0.11106,-0.215137,-0.236776,-0.245446
0.102756,0.511571,0.0225909,0.363082,0.988098,2.18235e-316,0.118373,0.000218174,,-0.110859,-0.391701,-0.979523,-1.5876,-1.81865,-1.83354,-0.014714,-0.0485604,-0.128931,-0.214637,-0.234363,-0.247025
0.099798,0.519063,0.0222934,0.358846,0.987777,0,0.14401,0.000209985,,-0.109138,-0.392695,-0.959947,-1.51928,-1.78909,-1.7885,-0.0128455,-0.0481995,-0.120336,-0.187619,-0.232907,-0.246944
0.0991366,0.526403,0.0218956,0.352565,0.989157,0,0.138877,0.000183246,,-0.108125,-0.39015,-1.00183,-1.51784,-1.76026,-1.77813,-0.0133208,-0.0479391,-0.150185,-0.206634,-0.237885,-0.247289
0.097926,0.533602,0.0215713,0.346901,0.987778,0,0.143209,0.000220385,,-0.106225,-0.390921,-0.95105,-1.54425,-1.75722,-1.75898,-0.0124998,-0.0488549,-0.114837,-0.210735,-0.237526,-0.246945
0.09673,0.541113,0.0208237,0.341333,0.959714,0,0.130838,0.000211905,,-0.107149,-0.398388,-0.961649,-1.5473,-1.70643,-1.73253,-0.0129439,-0.0517934,-0.130414,-0.21342,-0.228164,-0.239929
0.0947666,0.548012,0.0205776,0.336644,0.979349,0,0.129415,0.000216741,,-0.107917,-0.386855,-0.987261,-1.45855,-1.70136,-1.70749,-0.0136254,-0.0445013,-0.134226,-0.173549,-0.24145,-0.244837
0.092851,0.554684,0.0203879,0.332077,0.987049,0,0.146462,0.000216353,,-0.10639,-0.387103,-0.931348,-1.45565,-1.70093,-1.6803,-0.0129969,-0.0464885,-0.0979856,-0.189214,-0.241398,-0.246762
0.092384,0.56127,0.0201174,0.326228,0.987031,0,0.13294,0.000194994,,-0.107216,-0.380527,-1.0033,-1.49347,-1.67114,-1.67275,-0.0137119,-0.0436227,-0.148183,-0.21233,-0.233108,-0.246758
0.0907623,0.567715,0.0199381,0.321585,0.988864,0,0.136916,0.000211263,,-0.105884,-0.391043,-0.984991,-1.47474,-1.64967,-1.64853,-0.0127572,-0.0520654,-0.131036,-0.197753,-0.23473,-0.247216
0.0894097,0.574192,0.0195837,0.316815,0.981139,0,0.123911,0.000191732,,-0.107842,-0.400389,-1.03765,-1.46482,-1.64007,-1.6256,-0.0140537,-0.0607698,-0.156916,-0.204858,-0.229289,-0.245285
0.0872391,0.58038,0.0193976,0.312984,0.99093,0,0.128131,0.000212042,,-0.107945,-0.394188,-1.00911,-1.4528,-1.59636,-1.59511,-0.0143507,-0.0541186,-0.122355,-0.193112,-0.2364,-0.247732
0.0853133,0.586738,0.018855,0.309094,0.973125,0,0.115259,0.000202733,,-0.107757,-0.393733,-1.01008,-1.42093,-1.57275,-1.56069,-0.0138807,-0.0515319,-0.127053,-0.187203,-0.237358,-0.243281
0.0827748,0.592671,0.0185706,0.305983,0.987729,1.06851e-317,0.121372,0.000188534,,-0.109224,-0.403471,-0.95996,-1.41308,-1.5224,-1.5257,-0.0151201,-0.0568823,-0.104604,-0.200696,-0.230898,-0.246932
0.0807475,0.598531,0.0181453,0.302577,0.984311,0,0.144281,0.000206885,,-0.107846,-0.389615,-0.971659,-1.42203,-1.49525,-1.49358,-0.0138639,-0.0479324,-0.118438,-0.204315,-0.236797,-0.246078
0.0804047,0.604244,0.0176924,0.297659,0.982275,0,0.141683,0.00020865,,-0.105691,-0.390602,-0.94793,-1.39375,-1.47674,-1.48702,-0.0127823,-0.0468775,-0.114931,-0.193862,-0.232278,-0.245569
0.0797602,0.60982,0.017338,0.293082,0.978894,0,0.126431,0.000215274,,-0.106217,-0.381496,-0.948554,-1.37334,-1.45664,-1.4758,-0.0136311,-0.0447555,-0.121292,-0.200021,-0.238306,-0.244724
0.0781241,0.615136,0.0171803,0.289559,0.987751,2.17587e-316,0.13411,0.000173657,,-0.106413,-0.378011,-0.954661,-1.38703,-1.43827,-1.45316,-0.0132957,-0.0460815,-0.12363,-0.21766,-0.236033,-0.246938
0.0770262,0.620431,0.0169025,0.28564,0.983839,0,0.118466,0.000191977,,-0.104495,-0.38772,-0.947011,-1.36176,-1.44054,-1.43516,-0.012557,-0.0546962,-0.123618,-0.19669,-0.235955,-0.24596
0.0750056,0.625566,0.0166868,0.282741,0.987412,0,0.136782,0.000199873,,-0.103737,-0.394291,-0.976109,-1.39118,-1.45607,-1.40531,-0.0128237,-0.0536799,-0.138625,-0.211365,-0.243364,-0.246853
0.074271,0.630579,0.0164211,0.278729,0.989798,0,0.114377,0.000196182,,-0.104273,-0.383988,-0.944624,-1.35865,-1.44323,-1.39436,-0.0128567,-0.0467869,-0.125327,-0.202788,-0.240794,-0.24745
0.0721774,0.635448,0.0162307,0.276144,0.992682,0,0.116864,0.000204069,,-0.106229,-0.394754,-0.931804,-1.3143,-1.43065,-1.36329,-0.0142039,-0.0546163,-0.117978,-0.179105,-0.239699,-0.24817
0.0703198,0.640296,0.0158845,0.2735,0.987585,0,0.132376,0.000212227,,-0.107459,-0.387378,-0.935973,-1.3086,-1.38852,-1.33346,-0.0147767,-0.0490308,-0.132254,-0.192504,-0.233702,-0.246896
0.0694556,0.645043,0.0154801,0.270021,0.984086,0,0.116734,0.000197768,,-0.107118,-0.370392,-0.936413,-1.2648,-1.37418,-1.31882,-0.0139499,-0.0393223,-0.130603,-0.176011,-0.239846,-0.246021
0.067664,0.649692,0.0150958,0.267548,0.978526,0,0.122111,0.000199477,,-0.105879,-0.387144,-0.948813,-1.26919,-1.3447,-1.28978,-0.0124629,-0.054441,-0.134966,-0.19651,-0.237455,-0.244632
0.0662997,0.654136,0.0147636,0.2648,0.982849,0,0.158531,0.000196384,,-0.10838,-0.385123,-0.942904,-1.25154,-1.32644,-1.26974,-0.0143619,-0.0529499,-0.130398,-0.190686,-0.233382,-0.245712
0.0674646,0.658369,0.0145252,0.259641,0.989939,0,0.131889,0.000194913,,-0.1088,-0.373075,-0.898891,-1.23781,-1.32841,-1.2885,-0.0146129,-0.0428371,-0.101957,-0.193653,-0.238642,-0.247485
0.0663929,0.662798,0.0141751,0.256634,0.963022,0,0.119753,0.00020238,,-0.106036,-0.375151,-0.948749,-1.21542,-1.31752,-1.265,-0.0128002,-0.0457167,-0.13855,-0.195708,-0.239815,-0.240755
0.0648867,0.666794,0.0141632,0.254156,0.989987,0,0.138046,0.000189853,,-0.105424,-0.365808,-0.919747,-1.21483,-1.31798,-1.24912,-0.0128787,-0.0409844,-0.117836,-0.198336,-0.241167,-0.247497
0.0644655,0.670828,0.0139849,0.250722,0.985055,0,0.140166,0.000205551,,-0.104367,-0.375902,-0.950877,-1.22449,-1.28255,-1.24122,-0.0131053,-0.0497381,-0.142012,-0.207418,-0.231084,-0.246264
0.0641356,0.674797,0.0138299,0.247238,0.984079,0,0.141009,0.000212551,,-0.107855,-0.372062,-0.908211,-1.21364,-1.26839,-1.23571,-0.0149762,-0.0455227,-0.111584,-0.207835,-0.239523,-0.24602
0.0638482,0.678663,0.0137437,0.243745,0.98766,0,0.13882,0.000203288,,-0.10793,-0.384666,-0.938106,-1.18107,-1.25875,-1.23213,-0.013993,-0.0541531,-0.144565,-0.193637,-0.232274,-0.246915
0.0633804,0.682492,0.0136636,0.240464,0.987334,0,0.143814,0.000201108,,-0.108434,-0.36964,-0.912385,-1.19658,-1.25946,-1.22487,-0.0148149,-0.0429779,-0.123281,-0.213603,-0.23755,-0.246833
0.0631916,0.686279,0.013581,0.236949,0.987786,0,0.109513,0.000193239,,-0.106811,-0.391342,-0.90732,-1.1649,-1.2505,-1.22198,-0.01395,-0.0594432,-0.122457,-0.207103,-0.237462,-0.246946
0.0611413,0.690067,0.0134736,0.235318,0.983767,0,0.148727,0.000204348,,-0.106124,-0.3891,-0.878757,-1.16645,-1.22971,-1.19001,-0.0131811,-0.055685,-0.110119,-0.21041,-0.240005,-0.245942
0.0613506,0.693744,0.0133063,0.231599,0.989952,0,0.147063,0.00019541,,-0.106994,-0.384143,-0.888434,-1.1301,-1.19644,-1.19436,-0.0143202,-0.0478941,-0.124038,-0.199837,-0.224938,-0.247488
0.0613049,0.697411,0.013159,0.228125,0.983993,0,0.130926,0.000199835,,-0.106034,-0.396038,-0.878279,-1.10477,-1.18859,-1.19189,-0.0133099,-0.0559156,-0.123688,-0.184616,-0.234272,-0.245998
0.0603043,0.701003,0.0130756,0.225618,0.985256,0,0.119687,0.000224509,,-0.105685,-0.394343,-0.831308,-1.14188,-1.16934,-1.17703,-0.0131919,-0.0535849,-0.100439,-0.222847,-0.23375,-0.246314
0.058741,0.704652,0.012847,0.22376,0.975236,0,0.127061,0.00019612,,-0.104303,-0.400718,-0.840634,-1.10253,-1.19497,-1.15062,-0.012592,-0.0556556,-0.118419,-0.207545,-0.238624,-0.243809
0.0577227,0.708043,0.0127446,0.221489,0.992278,0,0.146021,0.000202371,,-0.1036,-0.391947,-0.828829,-1.10143,-1.19173,-1.1394,-0.0126444,-0.050031,-0.113155,-0.212992,-0.240169,-0.248069
0.0577241,0.711435,0.0125534,0.218287,0.987358,0,0.15983,0.000195186,,-0.102355,-0.386681,-0.825621,-1.05208,-1.15985,-1.13781,-0.0120382,-0.0476046,-0.121505,-0.190084,-0.234461,-0.246839
0.0585427,0.714707,0.0124752,0.214275,0.99185,0,0.133989,0.000189266,,-0.104954,-0.384998,-0.805569,-1.03609,-1.1381,-1.15105,-0.0138037,-0.048726,-0.10993,-0.183733,-0.231709,-0.247962
0.0577184,0.717948,0.0124874,0.211846,0.991474,0,0.151434,0.00018618,,-0.103781,-0.398268,-0.809086,-1.03836,-1.12819,-1.13862,-0.0130732,-0.0577996,-0.115121,-0.199077,-0.238453,-0.247868
0.0578231,0.721226,0.0123898,0.208561,0.987157,0,0.134774,0.000215757,,-0.105784,-0.399903,-0.806157,-1.02219,-1.11148,-1.13891,-0.0146274,-0.0569573,-0.117346,-0.192347,-0.237138,-0.246789
0.0569585,0.72447,0.0123285,0.206243,0.98625,0,0.125234,0.000200499,,-0.105003,-0.381878,-0.793179,-1.00151,-1.10367,-1.1256,-0.0136254,-0.0440284,-0.113664,-0.18229,-0.241048,-0.246562
0.0557081,0.727634,0.0122703,0.204387,0.991559,0,0.148178,0.000210283,,-0.104084,-0.398525,-0.765014,-1.00911,-1.10613,-1.10805,-0.0129343,-0.0571158,-0.103196,-0.196104,-0.241661,-0.24789
0.0555897,0.730854,0.0120512,0.201505,0.98232,0,0.17093,0.000206541,,-0.101197,-0.376815,-0.782315,-1.02145,-1.0668,-1.10353,-0.0113955,-0.0423208,-0.127225,-0.204403,-0.224237,-0.24558
0.0567596,0.733982,0.0119078,0.197351,0.982648,1.63042e-322,0.135771,0.000218321,,-0.107099,-0.379311,-0.803241,-1.01766,-1.08224,-1.12087,-0.0154311,-0.0488478,-0.1346,-0.207298,-0.23688,-0.245662
0.055836,0.737003,0.0119582,0.195203,0.98801,0,0.144736,0.00020501,,-0.105548,-0.371316,-0.771923,-1.00032,-1.06815,-1.10846,-0.0142412,-0.0471977,-0.108311,-0.196482,-0.233228,-0.247002
0.055381,0.740035,0.0119177,0.192666,0.988107,2.49643e-316,0.136193,0.000207677,,-0.105335,-0.352027,-0.77943,-0.986157,-1.06081,-1.10158,-0.0134538,-0.0368629,-0.122011,-0.199264,-0.242277,-0.247027
0.0545013,0.743046,0.0118564,0.190596,0.988115,0,0.11562,0.000205779,,-0.105673,-0.360776,-0.756305,-0.979647,-1.04998,-1.08826,-0.013792,-0.0482682,-0.1039,-0.201145,-0.239529,-0.247029
0.0528039,0.746019,0.0117564,0.18942,0.989023,0,0.159839,0.000209962,,-0.110163,-0.364953,-0.776744,-0.98065,-1.0404,-1.06283,-0.0156573,-0.0510088,-0.129969,-0.205775,-0.242127,-0.247256
0.0531799,0.749037,0.0114704,0.186313,0.978704,0,0.124252,0.000209376,,-0.106446,-0.356666,-0.765847,-0.955911,-1.02485,-1.06532,-0.012944,-0.0462527,-0.122185,-0.195751,-0.237417,-0.244676
0.0518566,0.751859,0.0114034,0.184881,0.988311,0,0.122907,0.00021949,,-0.108295,-0.352256,-0.780542,-0.955395,-1.02101,-1.04773,-0.014052,-0.0454778,-0.131385,-0.202277,-0.231753,-0.247078
0.0505776,0.754627,0.0112799,0.183516,0.991068,0,0.136442,0.000212702,,-0.106839,-0.365958,-0.756817,-0.963432,-1.0201,-1.02899,-0.0132325,-0.0537067,-0.115104,-0.207132,-0.232035,-0.247767
0.0498918,0.757411,0.0110317,0.181665,0.982684,0,0.145818,0.000208799,,-0.107883,-0.379589,-0.754298,-0.920699,-1.00191,-1.01611,-0.0135029,-0.056352,-0.117827,-0.179592,-0.235017,-0.245671
0.0496464,0.760097,0.0108213,0.179435,0.982536,0,0.145678,0.000204671,,-0.108067,-0.36649,-0.774764,-0.944934,-0.994507,-1.01197,-0.0140085,-0.0469781,-0.129974,-0.201695,-0.237847,-0.245634
0.0493691,0.762698,0.0106718,0.177261,0.982712,0,0.130412,0.000207091,,-0.107239,-0.378302,-0.769585,-0.962318,-0.983294,-1.00756,-0.0128166,-0.0579326,-0.122672,-0.214717,-0.238471,-0.245678
0.0484404,0.765205,0.0105881,0.175767,0.986696,0,0.134687,0.000192551,,-0.108019,-0.358169,-0.750399,-0.953629,-0.972574,-0.994456,-0.0139835,-0.0423288,-0.115975,-0.210565,-0.229585,-0.246674
0.0477186,0.767695,0.0104424,0.174144,0.984142,0,0.12036,0.000207086,,-0.106542,-0.357634,-0.773413,-0.910019,-0.975885,-0.982699,-0.0129372,-0.0448567,-0.141506,-0.183014,-0.23919,-0.246035
0.0464531,0.770172,0.010247,0.173128,0.978025,0,0.132743,0.000209012,,-0.106055,-0.364137,-0.748143,-0.921134,-0.97144,-0.961797,-0.0127957,-0.0494439,-0.122722,-0.191911,-0.238932,-0.244506
0.0458094,0.77246,0.0101335,0.171597,0.992265,0,0.117917,0.00020648,,-0.105238,-0.3831,-0.780609,-0.890947,-0.96306,-0.955475,-0.0122295,-0.063153,-0.134076,-0.178883,-0.233222,-0.248066
0.0445889,0.774784,0.00992951,0.170698,0.981305,0,0.15586,0.000199986,,-0.10638,-0.367715,-0.779021,-0.922482,-0.946473,-0.934019,-0.0132293,-0.0497584,-0.132437,-0.205066,-0.237235,-0.245326
0.0450268,0.776993,0.00973784,0.168243,0.985653,0,0.140961,0.000205275,,-0.109102,-0.365285,-0.784542,-0.943587,-0.92532,-0.94129,-0.0142535,-0.048147,-0.128474,-0.219878,-0.227534,-0.246413
0.0447089,0.779123,0.00965543,0.166513,0.986097,0,0.118747,0.000200831,,-0.108832,-0.371082,-0.809626,-0.913011,-0.927632,-0.936469,-0.0139451,-0.0494597,-0.151584,-0.199406,-0.239694,-0.246524
